startdate,starttime,enddate,endtime,status,progress,duration_in_secs,finished,recordeddate,responseid,distributionchannel,userlanguage,current_info_receipt,how_do_you_want_info,recyclable_paper_disposal,nonrecyclable_paper_disposal,cardboard_boxboard_disposal,recyclable_glass_disposal,specialty_glass_disposal,recyclable_plastics_disposal,plastic_bag_disposal,bulky_plastic_disposal,polystyrene_foam_disposal,recyclable_metals_disposal,specialty_metals_disposal,e_waste_disposal,misc_items_disposal,accepted_item_in_trash,accepted_item_in_recycling,not_accepted_item_in_trash,not_accepted_item_in_recycling,unsure_item_in_trash,unsure_item_in_recycling,specialty_recycle_dropoff,what_happens_unwashed,what_happens_bagged,what_happens_unsure
2020-10-19,12:34:58,2020-10-19,12:38:04,IP Address,100,186,True,2020-10-19 12:38:04,R_ulGKVQji1JSWlot,anonymous,EN,Friends/family/and/or neighbors,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Somewhat likely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-19,12:22:50,2020-10-19,12:38:47,IP Address,100,956,True,2020-10-19 12:38:47,R_1GUM8X3lC3QsDdH,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:29:46,2020-10-19,12:38:55,IP Address,100,548,True,2020-10-19 12:38:55,R_3QDapxcilDJAb0Z,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:35:11,2020-10-19,12:38:58,IP Address,100,226,True,2020-10-19 12:38:58,R_2qsn1iZZtIYa3fb,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:33:20,2020-10-19,12:38:59,IP Address,100,339,True,2020-10-19 12:38:59,R_22wQpmE7t8aNRZw,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,12:34:03,2020-10-19,12:39:30,IP Address,100,326,True,2020-10-19 12:39:30,R_3EEC995yU4ZjGjR,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely likely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat likely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-19,12:35:35,2020-10-19,12:42:20,IP Address,100,404,True,2020-10-19 12:42:20,R_21EQnB8dSzsKVfk,anonymous,EN,"The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:36:49,2020-10-19,12:42:53,IP Address,100,363,True,2020-10-19 12:42:53,R_1H1Vw5z4scuxeDR,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,Take to Drop-off Recycling Center,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),"Trash Cart,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat unlikely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:38:46,2020-10-19,12:42:53,IP Address,100,246,True,2020-10-19 12:42:53,R_1PY1cGY3K4Pp589,anonymous,EN,"A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,Information on my recycling cart,The Capital Area Recycling And Trash website","A school/commercial business/and/or my place of work,Friends/family/and/or neighbors",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely likely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-19,12:38:26,2020-10-19,12:42:54,IP Address,100,268,True,2020-10-19 12:42:54,R_1H1amT7gltHB81c,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,"Trash Cart,Recycling Cart",Recycling Cart,"Trash Cart,Recycling Cart","Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,Trash Cart,"Trash Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Somewhat unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Rejected by the recycling collectors before pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:38:22,2020-10-19,12:42:59,IP Address,100,276,True,2020-10-19 12:42:59,R_1CxbLod3wAaFYBP,anonymous,EN,NA,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-19,12:35:06,2020-10-19,12:43:36,IP Address,100,509,True,2020-10-19 12:43:36,R_UXFfvIQeOFQKZ5n,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)","Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Neither likely nor unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-19,12:41:09,2020-10-19,12:43:51,IP Address,100,162,True,2020-10-19 12:43:51,R_2pQYyMG4dzX0OE6,anonymous,EN,The Capital Area Recycling And Trash website,"Information on my recycling cart,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,NA,Recycling Cart,Recycling Cart,NA,Take to Drop-off Recycling Center,Recycling Cart,NA,NA,NA,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,12:40:18,2020-10-19,12:45:25,IP Address,100,307,True,2020-10-19 12:45:26,R_2VDSkW88jjDy4yq,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,NA,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Recycle the item.
2020-10-19,12:41:45,2020-10-19,12:45:32,IP Address,100,227,True,2020-10-19 12:45:32,R_3ITaqOxDj5RItE7,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages","The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:44:27,2020-10-19,12:47:07,IP Address,100,159,True,2020-10-19 12:47:07,R_1hFr1gxvqvJVX56,anonymous,EN,Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Somewhat unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Neither likely nor unlikely,Extremely likely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,Rejected by the recycling collectors before pick-up.,Dispose of the item in the trash.
2020-10-19,12:44:54,2020-10-19,12:47:25,IP Address,100,151,True,2020-10-19 12:47:25,R_1dfZpRDrv2rY7jR,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app","Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,NA,Trash Cart,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely likely,Extremely likely,Extremely likely,Somewhat likely,Somewhat likely,Somewhat likely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,12:42:49,2020-10-19,12:47:50,IP Address,100,301,True,2020-10-19 12:47:51,R_33e5mQ65Tg1UdCK,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app",NA,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat likely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely unlikely,Somewhat unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-19,12:44:10,2020-10-19,12:48:12,IP Address,100,241,True,2020-10-19 12:48:12,R_74ck1s16gme4s49,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters",Information on my recycling cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,"Trash Cart,Take to Drop-off Recycling Center",Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,12:44:39,2020-10-19,12:48:15,IP Address,100,216,True,2020-10-19 12:48:15,R_1fkmHqSIqoB97ou,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Trash Cart,Trash Cart,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
